name,location,start_date,end_date,surface,indoor_outdoor,winner,results_url,source,source_page
M15 Malta,"Malta, Malta",27 October,"November 2, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Monastir,"Monastir, Tunisia",27 October,"November 2, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Selva Gardena,"Selva Gardena, Italy",27 October,"November 2, 2025",Hard,Indoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Sharm ElSheikh,"Sharm ElSheikh, Egypt",27 October,"November 2, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Szabolcsveresmart,"Szabolcsveresmart, Hungary",27 October,"November 2, 2025",Hard,Indoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Trois-Rivieres,"Trois-Rivieres, Canada",27 October,"November 2, 2025",Hard,Indoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Yanagawa City,"Yanagawa City, Japan",27 October,"November 2, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
"M25 East Lansing, MI","East Lansing, United States",3,"November 9, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M25 Guadalajara,"Guadalajara, Mexico",3,"November 9, 2025",Clay,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M25 Monastir,"Monastir, Tunisia",3,"November 9, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M25 Montreal,"Montreal, Canada",3,"November 9, 2025",Hard,Indoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M25 Santa Cruz do Sul,"Santa Cruz do Sul, Brazil",3,"November 9, 2025",Clay,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M25 Valencia,"Valencia, Spain",3,"November 9, 2025",Clay,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Antalya,"Antalya, Turkiye",3,"November 9, 2025",Clay,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Heraklion,"Heraklion, Greece",3,"November 9, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Manama,"Manama, Bahrain",3,"November 9, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
"M15 Orlando, FL","Orlando, United States",3,"November 9, 2025",Clay,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 San Gregorio di Catania,"San Gregorio di Catania, Italy",3,"November 9, 2025",Clay,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Sharm ElSheikh,"Sharm ElSheikh, Egypt",3,"November 9, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
M15 Valledupar,"Valledupar, Colombia",3,"November 9, 2025",Hard,Outdoor,,,ITF,https://www.atptour.com/en/-/tournaments/calendar/futures
